"beds","baths","sqft","lot_size","property_type","exterior_walls","roof","basement","restaurants","groceries","nightlife","cafes","shopping","arts_entertainment","beauty_spas","active_life","median_age","married","college_grad","property_tax","insurance","median_school","num_schools","two_and_two","during_recession","property_age","school_score","tx_price"
4,3,4600,13068,"Single-Family","Brick","Other",1,6,1,1,0,19,1,4,8,39,80,44,975,297,7,2,0,0,52,14,390000
4,3,4662,13939,"Single-Family","Brick","Composition Shingle",1,0,0,0,0,3,2,0,1,49,79,70,635,193,3,3,0,0,9,9,375050
4,3,4679,21780,"Single-Family","Missing","Missing",1,2,0,1,0,2,0,4,3,33,89,60,616,174,8.5,2,0,1,0,17,569990
4,3,4774,12632,"Single-Family","Siding (Alum/Vinyl)","Missing",1,7,1,1,0,5,0,4,3,36,90,65,506,143,8,3,0,0,0,24,480729
4,3,4839,16988,"Single-Family","Missing","Composition Shingle",1,27,2,3,3,9,1,19,7,30,95,74,679,175,8,3,0,0,6,24,305000
4,3,4924,10881,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,0,0,1,3,42,84,58,492,139,5.5,2,0,0,0,11,450845
4,3,4993,8276,"Single-Family","Missing","Composition Shingle",1,11,1,3,1,14,3,7,7,33,100,83,693,178,8,3,0,0,0,24,719000
4,3,5032,8276,"Single-Family","Missing","Other",1,11,2,0,1,3,0,9,8,33,90,78,713,183,8,2,0,1,5,16,635000
4,3,5070,343252,"Single-Family","Brick","Asphalt",1,0,0,0,0,1,0,0,0,43,87,66,807,246,8,1,0,0,21,8,372500
4,3,5122,12632,"Single-Family","Combination","Missing",1,20,2,1,1,18,2,13,5,29,81,41,483,137,9,1,0,0,0,9,425000
4,3,5535,11325,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,103,12,6,14,90,2,27,18,42,81,76,721,219,4,3,0,1,10,12,701101
4,3,6346,11761,"Single-Family","Brick","Other",1,19,4,1,3,15,1,18,8,37,97,79,922,281,8,3,0,0,0,24,488230
4,4,1428,1785,"Apartment / Condo / Townhouse","Brick","Shake Shingle",1,70,3,8,9,47,5,71,28,45,46,69,315,109,7,3,0,0,36,21,435000
4,4,1582,1793,"Apartment / Condo / Townhouse","Metal","Composition Shingle",1,10,1,0,2,3,0,5,5,44,94,66,368,112,7,3,0,0,9,21,230000
4,4,1838,7148,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,36,2,1,4,54,1,60,13,53,87,95,532,162,9,3,0,0,20,27,420000
4,4,1968,217800,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,1,0,0,0,0,0,0,42,94,64,553,168,8,1,0,0,28,8,620000
4,4,2040,2570,"Apartment / Condo / Townhouse","Brick","Shake Shingle",1,2,1,0,1,2,1,3,7,35,77,67,250,71,8,3,0,0,22,24,220000
4,4,2072,2435,"Single-Family","Siding (Alum/Vinyl)","Shake Shingle",1,183,8,31,32,282,31,172,77,42,61,86,661,219,2,3,0,0,103,6,724000
4,4,2105,2300,"Apartment / Condo / Townhouse","Brick","Shake Shingle",1,0,0,0,0,3,0,1,1,41,69,77,397,121,9,3,0,0,19,27,379000
4,4,2126,1856,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,97,7,14,20,237,4,91,27,40,72,86,721,219,8,3,0,0,0,24,746559
4,4,2148,2334,"Apartment / Condo / Townhouse","Brick","Shake Shingle",1,25,1,0,3,21,2,14,18,43,61,86,561,171,6,3,0,0,31,18,570000
4,4,2157,2545,"Apartment / Condo / Townhouse","Brick","Shake Shingle",1,21,2,1,3,14,2,14,8,44,80,64,422,128,5,3,0,1,19,15,409000
4,4,2300,8025,"Single-Family","Siding (Alum/Vinyl)","Shake Shingle",1,12,0,2,1,18,0,4,7,42,80,63,475,144,6,2,0,1,32,12,575000
4,4,2321,11325,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,19,2,2,1,19,0,12,8,43,95,77,561,171,8,2,0,0,23,16,585000
4,4,2408,12196,"Single-Family","Brick","Composition Shingle",1,6,3,0,1,13,1,4,5,43,82,76,463,141,8,3,0,1,48,24,530000
4,4,2448,2443,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,27,3,1,3,13,1,19,7,34,71,58,463,141,6,2,0,0,6,12,495000
4,4,2548,3485,"Single-Family","Missing","Shake Shingle",1,12,1,1,1,10,0,14,4,34,67,61,446,115,7.5,2,0,0,2,15,560000
4,4,2649,13068,"Single-Family","Combination","Missing",1,6,0,1,0,8,3,0,2,32,88,45,387,109,5,3,0,0,1,15,415000
4,4,2861,31363,"Single-Family","Brick","Composition Shingle",1,25,5,1,4,19,2,15,10,42,55,72,696,212,7,3,0,0,43,21,594000
4,4,2900,8633,"Single-Family","Brick","Composition Shingle",1,28,1,4,3,31,0,7,3,38,95,64,590,179,7,3,0,0,0,21,404755
4,4,3155,20037,"Single-Family","Brick","Composition Shingle",1,16,0,2,1,16,0,7,4,36,77,54,733,223,4,3,0,0,32,12,365000
4,4,3188,6098,"Single-Family","Missing","Composition Shingle",1,43,7,2,1,30,5,29,36,44,72,42,567,146,3,3,0,0,0,9,438111
4,4,3272,9140,"Single-Family","Siding (Alum/Vinyl)","Shake Shingle",1,1,0,2,0,1,1,0,3,40,99,77,532,162,8,3,0,0,10,24,334000
4,4,3280,7309,"Single-Family","Siding (Alum/Vinyl)","Other",1,63,7,9,9,38,12,33,48,45,80,75,654,217,4,3,0,0,71,12,761500
4,4,3298,9108,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,14,1,0,1,16,0,8,5,32,94,62,484,137,8,1,0,1,7,8,394000
4,4,3315,4347,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,45,7,2,4,39,4,25,18,39,62,81,671,204,5,3,0,0,5,15,675000
4,4,3329,13068,"Single-Family","Missing","Asphalt",1,34,5,3,3,38,2,35,8,38,78,51,591,152,6,3,0,0,1,18,240800
4,4,3390,5201,"Single-Family","Siding (Alum/Vinyl)","Asphalt",1,16,4,0,3,14,1,13,7,30,88,34,451,109,4,3,0,0,1,12,307000
4,4,3535,10018,"Single-Family","Missing","Shake Shingle",1,36,7,2,0,29,5,27,32,44,72,42,616,158,3,3,0,0,0,9,522802
4,4,3605,33541,"Single-Family","Other","Composition Shingle",1,18,4,0,3,15,0,18,7,45,84,81,1135,346,8,3,0,0,52,24,545500
4,4,3691,8712,"Single-Family","Missing","Composition Shingle",1,0,0,0,0,0,0,2,1,37,74,84,616,158,8,3,0,1,0,24,465000
4,4,3737,12632,"Single-Family","Siding (Alum/Vinyl)","Shake Shingle",1,2,1,1,0,6,1,4,1,35,85,39,423,119,7,3,0,1,4,21,385000
4,4,3742,9040,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,89,4,11,18,231,4,87,26,41,88,81,860,262,8,3,0,0,0,24,442930
4,4,3750,13503,"Single-Family","Brick","Composition Shingle",1,55,8,8,8,81,10,55,18,45,82,80,811,247,9,3,0,0,42,27,550000
4,4,3810,21780,"Single-Family","Brick","Composition Shingle",1,22,4,0,1,9,3,6,2,47,87,67,770,234,3,3,0,1,59,9,407000
4,4,3835,32670,"Single-Family","Metal","Composition Shingle",1,1,0,0,0,1,0,0,0,42,89,83,799,243,9,3,0,0,16,27,372400
4,4,3868,11761,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,1,0,0,0,1,0,1,1,43,95,77,573,174,8,2,0,1,35,16,678000
4,4,3902,10232,"Single-Family","Combination","Composition Shingle",1,0,0,0,0,1,0,1,2,42,84,58,423,119,5.5,2,0,1,0,11,404816
4,4,4001,10890,"Single-Family","Missing","Asphalt",1,30,3,1,2,16,2,17,35,30,82,62,580,149,7,3,0,0,3,21,255000
4,4,4016,9870,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,9,0,2,2,7,1,16,3,32,91,65,676,206,8,3,0,0,1,24,795000
4,4,4017,5793,"Single-Family","Siding (Alum/Vinyl)","Missing",1,2,0,1,0,2,0,4,4,33,89,60,489,138,8.5,2,0,0,1,17,585000
4,4,4048,6098,"Single-Family","Combination","Composition Shingle",1,32,4,4,7,54,0,33,7,64,46,59,458,129,7,3,0,1,11,21,450000
4,4,4050,5501,"Single-Family","Brick","Composition Shingle",1,47,8,3,3,40,5,31,18,44,71,63,664,202,6,3,0,1,3,18,740000
4,4,4072,8276,"Single-Family","Missing","Composition Shingle",1,7,2,1,1,4,0,3,6,36,90,71,708,182,6,3,0,0,15,18,705000
4,4,4077,6969,"Single-Family","Missing","Composition Shingle",1,14,1,1,2,8,2,15,13,36,88,65,600,154,8,3,0,0,2,24,299900
4,4,4165,10044,"Single-Family","Combination","Composition Shingle",1,32,4,4,7,54,0,33,7,64,46,59,467,132,7,3,0,0,0,21,356400
4,4,4216,10454,"Single-Family","Siding (Alum/Vinyl)","Missing",1,2,0,1,0,3,0,3,1,36,93,37,462,131,9,1,0,0,0,9,499977
4,4,4273,13068,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,0,0,0,1,42,90,74,556,169,7,3,0,0,17,21,650000
4,4,4305,9679,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,40,6,4,3,40,3,12,20,41,80,71,717,218,5,3,0,0,0,15,636005
4,4,4398,5858,"Single-Family","Combination","Other",1,60,3,6,5,45,5,67,23,51,88,71,631,219,7,3,0,0,0,21,417925
4,4,4414,13068,"Single-Family","Metal","Asphalt",1,2,0,0,0,5,0,0,4,44,94,66,614,187,7,3,0,0,9,21,310000
4,4,4418,8642,"Single-Family","Combination","Composition Shingle",1,5,1,1,0,5,0,6,6,69,47,53,475,134,8,3,0,0,0,24,343912
4,4,4454,8367,"Single-Family","Metal","Asphalt",1,7,0,2,1,5,1,5,2,34,73,73,541,165,8,3,0,0,17,24,689900
4,4,4472,15245,"Single-Family","Brick","Composition Shingle",1,20,4,2,8,33,2,40,19,37,80,86,901,275,9,3,0,0,40,27,540000
4,4,4484,27442,"Single-Family","Combination","Composition Shingle",1,0,0,0,0,1,1,1,2,36,69,51,438,124,6,3,0,0,0,18,579480
4,4,4512,10357,"Single-Family","Metal","Composition Shingle",1,21,4,1,5,15,1,18,10,37,97,79,974,297,8,3,0,0,8,24,690000
4,4,4515,20037,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,0,0,0,2,45,84,81,901,275,9,3,0,0,3,27,507500
4,4,4613,11325,"Single-Family","Siding (Alum/Vinyl)","Missing",1,4,1,0,0,1,0,5,5,29,88,73,519,147,8,1,0,0,0,8,397995
4,4,4630,25264,"Single-Family","Siding (Alum/Vinyl)","Asphalt",1,15,1,1,1,24,1,9,4,45,89,61,672,204,7,1,0,0,21,7,575000
4,4,4722,9147,"Single-Family","Missing","Composition Shingle",1,1,0,0,0,9,3,4,2,41,86,79,654,168,9,3,0,0,0,27,443105
4,4,4729,5135,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,31,1,4,5,33,0,10,3,36,61,64,557,169,7,3,0,1,9,21,600000
4,4,4729,8555,"Single-Family","Combination","Composition Shingle",1,20,2,1,1,18,0,12,5,33,73,45,466,132,8.5,2,0,0,3,17,420000
4,4,4781,12632,"Single-Family","Siding (Alum/Vinyl)","Missing",1,9,1,0,0,6,2,4,3,32,94,62,483,137,8,1,0,0,0,8,461155
4,4,4815,10890,"Single-Family","Combination","Composition Shingle",1,6,1,1,1,3,2,5,3,40,88,65,555,157,7.5,2,0,1,3,15,690000
4,4,4868,13939,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,5,0,0,2,47,89,66,682,208,7,3,0,0,12,21,525000
4,4,4910,8276,"Single-Family","Missing","Composition Shingle",1,7,1,1,1,10,0,7,7,34,93,72,654,168,8.5,2,0,0,0,17,713250
4,4,4975,8193,"Single-Family","Combination","Composition Shingle",1,18,3,1,3,18,0,14,9,33,90,39,483,137,6,3,0,0,1,18,470000
4,4,5117,11761,"Single-Family","Missing","Composition Shingle",1,0,0,0,0,3,1,0,3,45,92,84,737,190,6,3,0,0,9,18,710000
4,4,5141,8712,"Single-Family","Missing","Composition Shingle",1,7,2,1,1,5,0,3,7,36,90,71,751,193,6,3,0,1,8,18,757000
4,4,5172,9571,"Single-Family","Brick","Composition Shingle",1,1,0,2,0,2,1,0,3,40,99,77,643,196,8,3,0,0,0,24,540000
4,4,5241,31798,"Single-Family","Other","Composition Shingle",1,9,1,1,1,12,1,3,6,49,82,68,892,272,8,2,0,0,0,16,479220
4,4,5243,19602,"Single-Family","Missing","Composition Shingle",1,11,1,3,1,14,4,7,8,33,100,83,679,174,8,3,0,0,0,24,702325
4,4,5471,95396,"Single-Family","Combination","Composition Shingle",1,0,0,0,0,4,0,0,2,43,86,65,660,187,8,3,0,1,0,24,570000
4,4,5740,18730,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,54,3,6,4,33,3,33,10,36,90,50,655,199,7,3,0,0,4,21,290000
4,4,5920,27442,"Single-Family","Metal","Composition Shingle",1,5,1,2,2,5,0,15,12,44,76,78,1015,309,7,3,0,0,0,21,575000
4,4,5924,30056,"Single-Family","Combination","Asphalt",1,0,1,0,0,2,0,2,3,33,100,73,612,173,8,3,0,0,0,24,561875
4,4,5941,10890,"Single-Family","Missing","Composition Shingle",1,16,1,2,4,14,1,14,9,32,90,77,776,200,7,3,0,0,5,21,555000
4,4,6022,9583,"Single-Family","Missing","Composition Shingle",1,16,1,2,4,14,0,14,8,34,86,71,804,207,7,3,0,0,0,21,730000
4,4,6050,110206,"Single-Family","Combination","Composition Shingle",1,0,0,0,0,1,0,0,1,36,81,49,731,207,7,3,0,0,0,21,728585
4,4,6078,10454,"Single-Family","Siding (Alum/Vinyl)","Missing",1,2,0,0,0,0,0,1,1,33,55,47,638,181,5,2,0,1,0,10,640000
4,4,7677,62726,"Single-Family","Missing","Composition Shingle",1,0,0,0,0,0,0,0,1,36,81,49,713,202,7,3,0,0,4,21,750000
4,5,2720,40510,"Single-Family","Brick","Composition Shingle",1,2,0,0,0,12,0,0,4,47,89,66,540,164,7,3,0,0,24,21,630000
4,5,2875,3049,"Apartment / Condo / Townhouse","Missing","Asphalt",1,6,0,1,0,12,0,3,1,34,87,76,446,114,6,3,0,1,8,18,423000
4,5,3325,11325,"Single-Family","Combination","Asphalt",1,7,0,1,0,7,3,0,2,32,88,45,467,132,5,3,0,0,0,15,511275
4,5,3814,15245,"Single-Family","Brick","Composition Shingle",1,3,0,0,0,11,1,2,5,42,77,50,819,249,6,3,0,0,10,18,680000
4,5,4199,6050,"Single-Family","Combination","Composition Shingle",1,23,3,4,6,50,0,28,7,64,46,59,489,138,7,3,0,0,0,21,320890
4,5,4687,50529,"Single-Family","Missing","Composition Shingle",1,37,6,5,4,44,1,39,12,38,78,51,784,202,6,3,0,0,51,18,740000
4,5,6220,435600,"Single-Family","Combination","Missing",1,0,0,0,0,0,0,0,1,42,84,38,678,192,8,3,0,0,1,24,775000
4,6,2696,18295,"Single-Family","Siding (Alum/Vinyl)","Missing",1,0,0,1,0,6,0,5,10,37,85,53,462,131,7,3,0,0,7,21,256500
4,6,7000,22215,"Single-Family","Combination","Missing",1,0,0,0,0,0,0,0,1,33,100,73,749,212,8,3,0,0,0,24,674691
5,1,1008,7444,"Single-Family","Other","Composition Shingle",1,44,9,2,6,32,8,26,25,49,48,52,250,76,5,3,0,0,66,15,200000
5,1,1256,11761,"Single-Family","Brick","Composition Shingle",1,1,0,0,0,2,0,1,4,40,86,74,467,142,6,3,0,0,46,18,535000
5,1,2600,12196,"Single-Family","Brick","Composition Shingle",1,136,21,13,20,125,5,52,41,37,52,83,729,212,9,3,0,0,50,27,570000
5,1,2800,8573,"Single-Family","Brick","Composition Shingle",1,0,0,0,0,2,3,1,6,34,54,72,737,224,9,3,0,0,28,27,385545
5,1,3084,217800,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,0,0,0,0,42,94,64,737,224,8,1,0,0,29,8,750000
5,1,6088,22215,"Single-Family","Brick","Composition Shingle",1,137,12,31,26,186,16,73,46,48,54,89,1332,462,6,3,0,0,67,18,525000
5,2,1008,8637,"Single-Family","Brick","Composition Shingle",1,10,6,1,0,17,2,17,4,40,88,71,368,112,3,3,0,0,43,9,309000
5,2,1244,12196,"Single-Family","Metal","Other",1,27,2,1,2,26,0,12,10,42,74,67,504,153,9,3,0,0,40,27,400250
5,2,1850,11325,"Single-Family","Brick","Asphalt",1,1,0,0,0,3,0,3,5,38,86,73,425,129,9,3,0,0,31,27,207000
5,2,1965,22651,"Single-Family","Brick","Composition Shingle",1,69,9,8,9,97,10,90,23,45,82,80,815,248,9,3,0,0,59,27,239000
5,2,1976,10428,"Single-Family","Brick","Composition Shingle",1,30,5,2,5,21,1,11,6,44,79,47,389,118,4,3,0,0,54,12,245000
5,2,2000,10607,"Single-Family","Wood","Composition Shingle",1,7,2,0,0,9,1,6,10,45,82,51,348,106,5,3,0,0,48,15,280000
5,2,2082,10733,"Single-Family","Brick","Composition Shingle",1,4,2,1,0,10,2,3,3,42,90,88,606,184,6,3,0,0,35,18,261105
5,2,2120,22215,"Single-Family","Brick","Composition Shingle",1,3,0,0,0,5,0,1,6,42,87,92,491,149,10,3,0,0,49,30,395000
5,2,2240,11325,"Single-Family","Brick","Composition Shingle",1,38,8,4,4,24,0,21,8,38,63,46,450,137,6,3,0,1,42,18,467500
5,2,2264,5749,"Single-Family","Brick","Asphalt",1,44,7,6,8,62,9,38,36,44,83,81,601,199,4,3,0,0,56,12,309000
5,2,2326,9525,"Single-Family","Brick","Composition Shingle",1,10,1,0,1,45,0,3,11,36,53,56,446,136,5,3,0,1,57,15,370000
5,2,2400,12632,"Single-Family","Brick","Composition Shingle",1,1,0,0,0,2,0,1,1,47,81,79,508,154,6,3,0,0,36,18,230000
5,2,2644,12196,"Single-Family","Brick","Composition Shingle",1,21,5,2,1,17,1,13,9,41,80,82,504,153,8,3,0,0,31,24,223000
5,2,2854,16988,"Single-Family","Brick","Composition Shingle",1,0,0,0,0,1,1,1,3,46,80,86,654,199,6,3,0,0,56,18,792000
5,2,2868,8703,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,2,1,0,5,37,79,75,430,131,5,3,0,0,12,15,269900
5,2,3134,27442,"Single-Family","Brick","Composition Shingle",1,22,6,2,2,22,3,15,14,41,80,71,483,147,5,3,0,1,32,15,529000
5,2,3312,12196,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,56,4,7,10,73,10,29,24,45,65,76,545,166,5,3,0,0,21,15,490000
5,2,3821,9582,"Single-Family","Missing","Composition Shingle",1,37,6,5,4,44,1,39,12,38,78,51,600,154,6,3,0,0,0,18,258790
5,3,1209,13503,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,7,2,0,1,14,0,9,8,40,76,64,393,120,4,3,0,0,38,12,430000
5,3,1242,8398,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,13,3,0,0,11,1,5,6,42,77,50,359,109,6,3,0,0,22,18,469500
5,3,1365,7422,"Single-Family","Brick","Composition Shingle",1,60,10,4,7,62,5,42,32,39,86,81,575,199,9,3,0,1,60,27,477500
5,3,1388,13068,"Single-Family","Brick","Composition Shingle",1,6,3,0,1,12,1,4,3,43,82,76,483,147,8,3,0,0,42,24,509000
5,3,1506,6250,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,81,11,10,7,90,4,53,20,44,73,57,569,173,5,3,0,0,65,15,410000
5,3,1506,20037,"Single-Family","Brick","Composition Shingle",1,32,9,2,1,23,2,22,7,34,76,43,450,137,3,3,0,0,41,9,500000
5,3,1512,10010,"Single-Family","Combination","Missing",0,25,7,4,5,32,1,16,8,36,89,29,299,85,4,3,0,1,42,12,300000
5,3,1568,16117,"Single-Family","Brick","Composition Shingle",1,23,0,4,2,15,2,13,11,43,70,52,508,154,3.5,2,0,0,61,7,515000
5,3,1601,40510,"Single-Family","Brick","Composition Shingle",1,0,0,0,0,1,0,0,0,42,89,83,655,199,9,3,0,0,31,27,295000
5,3,1718,8712,"Single-Family","Missing","Composition Shingle",1,23,6,1,0,13,1,17,7,33,87,44,358,92,2,3,0,1,37,6,305000
5,3,1764,10245,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,6,1,0,1,7,0,12,6,36,92,76,487,148,7,2,0,0,27,14,450000
5,3,1792,10275,"Single-Family","Siding (Alum/Vinyl)","Asphalt",1,24,4,2,2,17,4,20,12,41,81,48,410,99,4,3,0,1,32,12,200000
5,3,1798,1827,"Apartment / Condo / Townhouse","Brick","Composition Shingle",1,21,5,2,1,17,0,14,8,41,80,82,385,117,8,3,0,0,37,24,450000
5,3,1800,6229,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,21,4,1,0,9,0,20,5,29,88,28,363,103,5,2,0,0,7,10,272000
5,3,1877,14810,"Single-Family","Brick","Composition Shingle",1,0,0,0,0,4,0,0,8,48,74,76,512,156,3,3,0,1,56,9,231840
5,3,1908,21780,"Single-Family","Brick","Composition Shingle",1,91,6,16,11,74,3,46,19,41,75,56,487,148,5,3,0,0,30,15,235000
5,3,1948,12632,"Single-Family","Brick","Composition Shingle",1,15,1,1,1,23,3,9,6,45,83,80,520,158,7,1,0,0,37,7,450000
5,3,1966,11761,"Single-Family","Brick","Composition Shingle",1,20,5,2,1,21,1,11,7,44,77,56,422,128,9,3,0,0,41,27,482000
5,3,2048,8420,"Single-Family","Brick","Composition Shingle",1,8,2,0,2,10,2,4,9,40,68,63,430,131,5,3,0,0,29,15,494000
5,3,2089,15681,"Single-Family","Brick","Composition Shingle",1,34,11,2,1,26,1,26,5,34,78,32,391,119,3,3,0,0,51,9,445000
5,3,2134,6346,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,7,1,0,2,5,1,3,3,35,90,51,532,162,6,3,0,0,24,18,440000
5,3,2144,7692,"Single-Family","Brick","Composition Shingle",1,80,12,10,5,85,4,52,19,44,73,57,515,157,4,3,0,1,68,12,257000
5,3,2249,10815,"Single-Family","Brick","Composition Shingle",1,26,3,1,5,30,0,14,9,39,86,71,489,149,8,1,0,0,20,8,279000
5,3,2268,17424,"Single-Family","Brick","Composition Shingle",1,1,0,0,0,1,1,0,2,42,93,83,733,223,10,3,0,0,31,30,558500
5,3,2275,11325,"Single-Family","Missing","Asphalt",1,47,6,5,4,61,1,43,12,29,69,50,416,107,3,3,0,1,42,9,265000
5,3,2282,28749,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,0,1,0,2,43,89,87,655,200,9,3,0,0,27,27,543000
5,3,2282,21780,"Single-Family","Metal","Composition Shingle",1,0,0,0,0,1,1,0,2,43,89,87,696,212,9,3,0,1,33,27,799000
5,3,2334,14374,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,0,0,2,0,1,0,45,90,82,557,169,7.5,2,0,0,17,15,717900
5,3,2346,7901,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,10,1,0,0,9,0,4,3,28,90,62,396,112,8,2,0,1,13,16,368095
5,3,2347,3189,"Single-Family","Siding (Alum/Vinyl)","Missing",1,4,1,0,0,1,0,5,5,36,70,39,334,94,8,1,0,0,0,8,332815
5,3,2464,10890,"Single-Family","Brick","Shake Shingle",1,8,2,1,2,25,1,8,9,45,74,31,450,137,4,3,0,1,53,12,388000
5,3,2530,8955,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,24,1,2,3,8,1,9,7,30,85,64,532,162,8,3,0,0,19,24,778500
5,3,2637,15681,"Single-Family","Brick","Shake Shingle",1,11,2,0,1,13,0,15,5,45,84,81,644,196,9,3,0,0,25,27,275000
5,3,2640,7405,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,14,2,0,1,7,2,5,3,37,69,36,378,107,6,3,0,0,0,18,450000
5,3,2700,13503,"Single-Family","Brick","Composition Shingle",1,28,2,4,3,21,5,25,14,43,94,77,762,232,10,3,0,0,14,30,336500
5,3,2704,10890,"Single-Family","Metal","Composition Shingle",1,26,4,0,3,37,6,11,14,31,62,53,635,193,9,3,0,0,24,27,665000
5,3,2792,4713,"Single-Family","Metal","Composition Shingle",1,16,3,1,1,11,1,7,5,32,57,75,491,149,4.5,2,0,0,0,9,300000
5,3,2810,40075,"Single-Family","Brick","Composition Shingle",1,0,0,0,0,1,0,0,2,51,94,85,655,199,8,3,0,1,44,24,578000
5,3,2835,11325,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,35,4,2,5,16,1,19,8,36,66,73,581,177,8,3,0,0,0,24,430965
5,3,2868,53578,"Single-Family","Combination","Missing",1,61,4,4,7,54,6,46,26,51,88,71,629,218,7,3,0,0,7,21,349900
5,3,2876,20037,"Single-Family","Brick","Composition Shingle",1,6,0,0,2,4,0,0,4,44,88,88,598,182,9,3,0,0,23,27,279000
5,3,2913,21344,"Single-Family","Brick","Composition Shingle",1,17,1,0,1,18,0,36,5,48,88,78,631,192,9,3,0,1,47,27,701900
5,3,2920,12196,"Single-Family","Brick","Asphalt",1,1,0,1,0,2,0,1,4,47,81,79,532,162,6,3,0,0,27,18,628000
5,3,2944,11325,"Single-Family","Missing","Composition Shingle",1,10,2,1,1,4,0,4,3,37,86,53,504,130,6,3,0,0,22,18,440000
5,3,2961,12632,"Single-Family","Brick","Composition Shingle",1,4,0,1,0,8,3,3,4,46,80,86,676,206,6,3,0,0,40,18,410000
5,3,2990,8886,"Single-Family","Missing","Missing",1,6,0,0,0,0,0,3,5,39,54,50,506,100,3,3,0,0,3,9,224950
5,3,3022,9557,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,32,3,2,1,24,1,15,11,44,77,53,489,149,8.5,2,0,0,36,17,524900
5,3,3060,29185,"Single-Family","Brick","Composition Shingle",1,21,1,4,1,12,1,9,9,42,80,63,450,137,6,2,0,0,47,12,486460
5,3,3064,9848,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,6,1,0,1,3,0,6,1,45,90,82,600,183,7.5,2,0,0,3,15,315000
5,3,3100,21780,"Single-Family","Brick","Composition Shingle",1,75,6,3,8,74,4,24,25,36,61,61,626,191,8,3,0,0,25,24,257000
5,3,3110,9949,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,0,0,1,0,0,0,1,1,32,91,65,446,136,8,3,0,0,0,24,225000
5,3,3120,47916,"Single-Family","Combination","Missing",1,6,1,0,0,4,0,5,2,46,92,47,396,112,6,3,0,0,39,18,275000
5,3,3132,6098,"Single-Family","Missing","Composition Shingle",1,31,2,6,4,14,2,20,17,32,82,92,533,137,9,3,0,0,2,27,387000
5,3,3136,14810,"Single-Family","Brick","Composition Shingle",1,0,0,0,0,2,1,1,3,40,86,74,614,187,6,3,0,0,51,18,724900
5,3,3158,8450,"Single-Family","Siding (Alum/Vinyl)","Missing",1,7,0,1,0,10,0,3,5,32,78,45,525,103,3,3,0,0,8,9,349000
5,3,3247,11325,"Single-Family","Combination","Missing",1,5,0,1,0,6,1,2,0,36,90,65,495,140,8,3,0,0,0,24,520510
5,3,3300,7496,"Single-Family","Siding (Alum/Vinyl)","Composition Shingle",1,11,1,0,0,6,0,5,7,34,88,36,378,107,8,2,0,0,7,16,525000
5,3,3314,13503,"Single-Family","Brick","Composition Shingle",1,4,1,0,0,8,3,2,1,47,80,81,696,212,4,3,0,1,50,12,793260
5,3,3337,6098,"Single-Family","Missing","Composition Shingle",1,0,0,1,0,5,0,1,1,33,98,83,572,147,8,2,0,0,12,16,465000
5,3,3348,15681,"Single-Family","Metal","Composition Shingle",1,70,14,5,5,88,3,22,16,43,73,41,688,209,3,3,0,0,21,9,591000
